instance,depth,alpha,seed,train_acc,val_acc,test_acc,train_time,gap
Car Evaluation,4,0.01,2,0.8599537037037037,0.8634259259259259,0.8657407407407407,603.4799361228943,0.9466553155288092
Car Evaluation,4,0.1,2,0.6967592592592593,0.7268518518518519,0.6805555555555556,603.5602209568024,0.7639479328726362
Car Evaluation,1,0.0,3,0.7164351851851852,0.7175925925925926,0.6504629629629629,1.4183330535888672,0.0
Car Evaluation,1,0.01,3,0.7164351851851852,0.7175925925925926,0.6504629629629629,1.5524499416351318,0.0
Car Evaluation,1,0.1,3,0.7164351851851852,0.7175925925925926,0.6504629629629629,1.801609992980957,0.0
Car Evaluation,2,0.0,3,0.7777777777777778,0.7847222222222222,0.7708333333333334,399.1707448959351,0.0
Car Evaluation,2,0.01,3,0.7777777777777778,0.7847222222222222,0.7708333333333334,416.2614059448242,0.0
Car Evaluation,2,0.1,3,0.7164351851851852,0.7175925925925926,0.6504629629629629,275.0199580192566,0.0
Car Evaluation,3,0.0,3,0.8136574074074074,0.8148148148148148,0.7800925925925926,601.5396699905396,0.9937888198757764
Car Evaluation,3,0.01,3,0.7962962962962963,0.7939814814814815,0.7824074074074074,601.4276292324066,0.9236328704361813
Car Evaluation,3,0.1,3,0.7164351851851852,0.7175925925925926,0.6504629629629629,601.5818960666656,0.4946938775510204
Car Evaluation,4,0.0,3,0.8263888888888888,0.8009259259259259,0.7939814814814815,603.6373717784882,1.0
Car Evaluation,4,0.01,3,0.8773148148148148,0.8564814814814815,0.8379629629629629,603.6523129940033,0.8890881270536692
Car Evaluation,4,0.1,3,0.7164351851851852,0.7175925925925926,0.6504629629629629,603.4735250473022,0.4818526498707241
Credit Approval,1,0.0,1,0.8588957055214724,0.8650306748466258,0.8719512195121951,0.9122879505157472,0.0
Credit Approval,1,0.01,1,0.8588957055214724,0.8650306748466258,0.8719512195121951,1.0140159130096436,0.0
Credit Approval,1,0.1,1,0.8588957055214724,0.8650306748466258,0.8719512195121951,0.9023430347442628,0.0
Credit Approval,2,0.0,1,0.8588957055214724,0.8650306748466258,0.8719512195121951,600.3449511528015,0.9782608695652174
Credit Approval,2,0.01,1,0.8588957055214724,0.8650306748466258,0.8719512195121951,600.3421578407288,0.8651591289782246
Credit Approval,2,0.1,1,0.8588957055214724,0.8650306748466258,0.8719512195121951,589.0765659809113,0.0
Credit Approval,3,0.0,1,0.8680981595092024,0.8711656441717791,0.8719512195121951,600.6277298927307,1.0
Credit Approval,3,0.01,1,0.8588957055214724,0.8650306748466258,0.8719512195121951,600.5610349178314,0.9262981574539364
Credit Approval,3,0.1,1,0.8588957055214724,0.8650306748466258,0.8719512195121951,600.680183172226,0.4402515723270441
Credit Approval,4,0.0,1,0.9079754601226994,0.901840490797546,0.8841463414634146,601.437826871872,1.0
Credit Approval,4,0.01,1,0.9049079754601228,0.9079754601226994,0.8902439024390244,601.4203069210052,0.907465825446898
Credit Approval,4,0.1,1,0.8588957055214724,0.8650306748466258,0.8719512195121951,601.5009937286377,0.4465408805031446
Credit Approval,1,0.0,2,0.8558282208588958,0.8957055214723927,0.8475609756097561,0.8343422412872314,0.0
Credit Approval,1,0.01,2,0.8558282208588958,0.8957055214723927,0.8475609756097561,0.8125579357147217,0.0
Credit Approval,1,0.1,2,0.8558282208588958,0.8957055214723927,0.8475609756097561,0.901353120803833,0.0
Credit Approval,2,0.0,2,0.8650306748466258,0.8466257668711656,0.8109756097560976,600.355103969574,0.9545454545454546
Credit Approval,2,0.01,2,0.8650306748466258,0.8466257668711656,0.8109756097560976,600.3130438327789,0.8548086311007986
Credit Approval,2,0.1,2,0.8558282208588958,0.8957055214723927,0.8475609756097561,452.6551699638367,0.0
Credit Approval,3,0.0,2,0.9233128834355828,0.9141104294478528,0.8658536585365854,600.6681158542633,1.0
Credit Approval,3,0.01,2,0.9233128834355828,0.9141104294478528,0.8536585365853658,600.5989599227905,0.8771924869941399
Credit Approval,3,0.1,2,0.8558282208588958,0.8957055214723927,0.8475609756097561,600.801999092102,0.4146341463414634
Credit Approval,4,0.0,2,0.9233128834355828,0.9141104294478528,0.8658536585365854,601.421856880188,1.0
Credit Approval,4,0.01,2,0.9233128834355828,0.9141104294478528,0.8658536585365854,601.372554063797,0.8783518639633748
Credit Approval,4,0.1,2,0.8558282208588958,0.8957055214723927,0.8475609756097561,601.4417390823364,0.4024390243902439
Credit Approval,1,0.0,3,0.8619631901840491,0.8773006134969326,0.8536585365853658,0.7514150142669678,0.0
Credit Approval,1,0.01,3,0.8619631901840491,0.8773006134969326,0.8536585365853658,0.8439760208129883,0.0
Credit Approval,1,0.1,3,0.8619631901840491,0.8773006134969326,0.8536585365853658,2.0092289447784424,0.0
Credit Approval,2,0.0,3,0.8619631901840491,0.8773006134969326,0.8536585365853658,600.3415920734406,0.9333333333333332
Credit Approval,2,0.01,3,0.8619631901840491,0.8773006134969326,0.8536585365853658,600.307026386261,0.9025224454895254
Credit Approval,2,0.1,3,0.8619631901840491,0.8773006134969326,0.8536585365853658,600.2936780452728,0.1019108280254775
Credit Approval,3,0.0,3,0.901840490797546,0.901840490797546,0.9085365853658536,600.7204291820526,1.0
Credit Approval,3,0.01,3,0.8834355828220859,0.8650306748466258,0.8475609756097561,600.6016199588776,0.9358601292108908
Credit Approval,3,0.1,3,0.8619631901840491,0.8773006134969326,0.8536585365853658,600.6310429573059,0.4267515923566901
Credit Approval,4,0.0,3,0.8957055214723927,0.9141104294478528,0.9146341463414634,602.2852940559387,1.0
Credit Approval,4,0.01,3,0.8865030674846626,0.8466257668711656,0.8780487804878049,601.4454579353333,0.9410523434131656
Credit Approval,4,0.1,3,0.8619631901840491,0.8773006134969326,0.8536585365853658,601.5667409896851,0.4331210191082802
Heart Disease,1,0.0,1,0.5743243243243243,0.4864864864864865,0.5466666666666666,1.622363805770874,0.0
Heart Disease,1,0.01,1,0.5743243243243243,0.4864864864864865,0.5466666666666666,1.122122049331665,0.0
Heart Disease,1,0.1,1,0.527027027027027,0.527027027027027,0.5733333333333334,3.031436920166016,0.0
Heart Disease,2,0.0,1,0.6351351351351351,0.527027027027027,0.6133333333333333,600.3952507972717,0.9259259259259258
Heart Disease,2,0.01,1,0.6283783783783784,0.5135135135135135,0.52,600.2969269752502,0.2365433901836433
Heart Disease,2,0.1,1,0.527027027027027,0.527027027027027,0.5733333333333334,600.2751407623291,0.0942857142857159
Heart Disease,3,0.0,1,0.7162162162162162,0.4729729729729729,0.5333333333333333,600.6049053668976,1.0
Heart Disease,3,0.01,1,0.7094594594594594,0.4729729729729729,0.5333333333333333,600.3693261146545,0.9345637583892608
Heart Disease,3,0.1,1,0.527027027027027,0.527027027027027,0.5733333333333334,600.4723379611969,0.6571428571428576
Heart Disease,4,0.0,1,0.7567567567567568,0.4729729729729729,0.4933333333333333,601.0835208892822,1.0
Heart Disease,4,0.01,1,0.7567567567567568,0.4864864864864865,0.4666666666666667,601.0271668434143,0.952093378940131
Heart Disease,4,0.1,1,0.527027027027027,0.527027027027027,0.5733333333333334,600.814600944519,0.7142857142857146
Heart Disease,1,0.0,2,0.6081081081081081,0.5,0.4533333333333333,0.8186237812042236,0.0
Heart Disease,1,0.01,2,0.6081081081081081,0.5,0.4533333333333333,0.5788800716400146,0.0
Heart Disease,1,0.1,2,0.5675675675675675,0.4729729729729729,0.5466666666666666,0.6300239562988281,0.0
Heart Disease,2,0.0,2,0.6554054054054054,0.5,0.5066666666666667,600.7523901462555,0.8235294117647058
Heart Disease,2,0.01,2,0.6418918918918919,0.527027027027027,0.5333333333333333,600.3232161998749,0.4043294894399971
Heart Disease,2,0.1,2,0.5675675675675675,0.4729729729729729,0.5466666666666666,440.4657590389252,0.0
Heart Disease,3,0.0,2,0.7027027027027027,0.4054054054054054,0.5066666666666667,600.7401399612427,1.0
Heart Disease,3,0.01,2,0.7027027027027027,0.4054054054054054,0.5066666666666667,600.4879159927368,0.913013735750862
Heart Disease,3,0.1,2,0.5675675675675675,0.4729729729729729,0.5466666666666666,600.5702133178711,0.5781250000000027
Heart Disease,4,0.0,2,0.7635135135135135,0.4189189189189189,0.48,600.8254392147064,1.0
Heart Disease,4,0.01,2,0.75,0.4459459459459459,0.5066666666666667,600.7929079532623,0.949720792806027
Heart Disease,1,0.0,3,0.5540540540540541,0.4729729729729729,0.5466666666666666,2.6922199726104736,0.0
Heart Disease,1,0.01,3,0.5540540540540541,0.4729729729729729,0.5466666666666666,0.9084210395812988,0.0
Heart Disease,1,0.1,3,0.5135135135135135,0.5540540540540541,0.5733333333333334,1.8478491306304927,0.0
Heart Disease,4,0.1,2,0.5675675675675675,0.4729729729729729,0.5466666666666666,600.9304027557373,0.6375000000000022
Heart Disease,2,0.0,3,0.6081081081081081,0.5675675675675675,0.5733333333333334,600.5475881099701,0.7413793103448275
Heart Disease,2,0.01,3,0.581081081081081,0.5,0.56,600.2623000144958,0.627966346799555
Heart Disease,2,0.1,3,0.5135135135135135,0.5540540540540541,0.5733333333333334,415.5518047809601,0.0
Heart Disease,3,0.0,3,0.6486486486486487,0.5540540540540541,0.5733333333333334,600.7383658885956,1.0
Heart Disease,3,0.01,3,0.6486486486486487,0.5540540540540541,0.5733333333333334,600.430643081665,0.946248821437593
Heart Disease,3,0.1,3,0.5135135135135135,0.5540540540540541,0.5733333333333334,600.5356109142303,0.6388888888888858
Heart Disease,4,0.0,3,0.7094594594594594,0.5675675675675675,0.5466666666666666,601.1558783054352,1.0
Heart Disease,4,0.01,3,0.6959459459459459,0.527027027027027,0.5333333333333333,600.9991939067841,0.9581827270432544
Heart Disease,4,0.1,3,0.5135135135135135,0.5540540540540541,0.5733333333333334,601.0104560852051,0.7305555555555533
Ionosphere,1,0.0,1,0.88,0.8068181818181818,0.8181818181818182,1.4146099090576172,0.0
Ionosphere,1,0.01,1,0.88,0.8068181818181818,0.8181818181818182,1.072256088256836,0.0
Ionosphere,1,0.1,1,0.88,0.8068181818181818,0.8181818181818182,1.675097942352295,0.0
Ionosphere,2,0.0,1,0.9142857142857144,0.8068181818181818,0.7727272727272727,600.6284520626068,0.9333333333333332
Ionosphere,2,0.01,1,0.9142857142857144,0.8068181818181818,0.7727272727272727,600.8534910678864,0.5246404413506977
Ionosphere,2,0.1,1,0.88,0.8068181818181818,0.8181818181818182,66.96165108680725,0.0
Ionosphere,3,0.0,1,0.9314285714285714,0.8295454545454546,0.8068181818181818,600.8486351966858,1.0
Ionosphere,3,0.01,1,0.9257142857142856,0.7840909090909091,0.8068181818181818,600.5589461326599,0.8062924120913016
Ionosphere,3,0.1,1,0.88,0.8068181818181818,0.8181818181818182,75.76476693153381,0.0
Ionosphere,4,0.01,1,0.9371428571428572,0.8295454545454546,0.75,601.0985510349274,0.8599476439790575
Ionosphere,4,0.1,1,0.88,0.8068181818181818,0.8181818181818182,101.55648422241212,0.0
Ionosphere,1,0.0,2,0.8914285714285715,0.7954545454545454,0.8068181818181818,1.3440122604370115,0.0
Ionosphere,1,0.01,2,0.8914285714285715,0.7954545454545454,0.8068181818181818,1.2631568908691406,0.0
Ionosphere,1,0.1,2,0.8914285714285715,0.7954545454545454,0.8068181818181818,1.9042880535125728,0.0
Ionosphere,2,0.0,2,0.92,0.8068181818181818,0.7613636363636364,600.8261229991913,0.9285714285714286
Ionosphere,2,0.01,2,0.92,0.75,0.7386363636363636,600.9807469844818,0.6801135388592634
Ionosphere,2,0.1,2,0.8914285714285715,0.7954545454545454,0.8068181818181818,20.48053312301636,0.0
Ionosphere,3,0.0,2,0.9485714285714286,0.7159090909090909,0.7727272727272727,600.6332011222839,1.0
Ionosphere,3,0.01,2,0.9314285714285714,0.8409090909090909,0.7840909090909091,600.7324678897858,0.7844418052256532
Ionosphere,3,0.1,2,0.8914285714285715,0.7954545454545454,0.8068181818181818,95.63656234741212,0.0
Ionosphere,4,0.01,2,0.9085714285714286,0.7954545454545454,0.7386363636363636,601.2004909515381,0.8143322475570033
Ionosphere,4,0.1,2,0.8914285714285715,0.7954545454545454,0.8068181818181818,154.15451192855835,0.0
Ionosphere,1,0.0,3,0.84,0.7954545454545454,0.9090909090909092,1.2702209949493408,0.0
Ionosphere,1,0.01,3,0.84,0.7954545454545454,0.9090909090909092,1.2303860187530518,0.0
Ionosphere,1,0.1,3,0.84,0.7954545454545454,0.9090909090909092,0.6188349723815918,0.0
Ionosphere,2,0.0,3,0.8742857142857143,0.8522727272727273,0.8409090909090909,600.7113919258118,0.9545454545454546
Ionosphere,2,0.01,3,0.8571428571428571,0.7954545454545454,0.9204545454545454,600.7630789279938,0.6852578055531275
Ionosphere,2,0.1,3,0.84,0.7954545454545454,0.9090909090909092,311.74814796447754,0.0
Ionosphere,3,0.0,3,0.8971428571428571,0.7045454545454546,0.9090909090909092,600.7444269657135,1.0
Ionosphere,3,0.01,3,0.88,0.7045454545454546,0.9204545454545454,600.7004449367523,0.8599508599508688
Ionosphere,3,0.1,3,0.84,0.7954545454545454,0.9090909090909092,600.557914018631,0.3908629441624405
Ionosphere,4,0.01,3,0.8914285714285715,0.7159090909090909,0.8977272727272727,601.0975821018219,0.9076923076923076
Ionosphere,4,0.1,3,0.84,0.7954545454545454,0.9090909090909092,601.1488208770752,0.2487309644670108
Iris,1,0.0,1,0.6933333333333334,0.7297297297297297,0.5526315789473685,0.1159970760345459,0.0
Iris,1,0.01,1,0.6933333333333334,0.7297297297297297,0.5526315789473685,0.1440351009368896,0.0
Iris,1,0.1,1,0.6933333333333334,0.7297297297297297,0.5526315789473685,0.1553678512573242,0.0
Iris,2,0.0,1,0.96,0.8378378378378378,0.9473684210526316,8.346534967422485,0.0
Iris,2,0.01,1,0.96,0.8378378378378378,0.9473684210526316,3.8112409114837646,0.0
Iris,2,0.1,1,0.96,0.8378378378378378,0.9473684210526316,1.271514892578125,0.0
Iris,3,0.0,1,0.9866666666666668,0.8378378378378378,0.9736842105263158,58.92703938484192,0.0
Iris,3,0.01,1,0.9866666666666668,0.8378378378378378,0.9736842105263158,50.79219698905945,0.0
Iris,3,0.1,1,0.96,0.8378378378378378,0.9473684210526316,15.993415832519531,0.0
Iris,4,0.01,1,1.0,0.8648648648648649,0.9736842105263158,227.33842611312863,0.0
Iris,4,0.1,1,0.96,0.8378378378378378,0.9473684210526316,19.137444972991943,0.0
Iris,1,0.0,2,0.6666666666666666,0.5675675675675675,0.7105263157894737,0.1772618293762207,0.0
Iris,1,0.01,2,0.6666666666666666,0.5945945945945946,0.7368421052631579,0.1915428638458252,0.0
Iris,1,0.1,2,0.6666666666666666,0.5945945945945946,0.7368421052631579,0.1689338684082031,0.0
Iris,2,0.0,2,0.96,0.8648648648648649,0.868421052631579,7.6635541915893555,0.0
Iris,2,0.01,2,0.96,0.8918918918918919,0.8947368421052632,4.837759017944336,0.0
Iris,2,0.1,2,0.9466666666666668,0.8648648648648649,0.868421052631579,3.948649883270264,0.0
Iris,3,0.0,2,0.9866666666666668,0.8648648648648649,0.9210526315789472,45.08829784393311,0.0
Iris,3,0.01,2,0.9866666666666668,0.8378378378378378,0.868421052631579,79.04731702804565,0.0
Iris,3,0.1,2,0.9466666666666668,0.8648648648648649,0.868421052631579,13.42915105819702,0.0
Iris,4,0.01,2,1.0,0.8648648648648649,0.8947368421052632,337.78937911987305,0.0
Iris,4,0.1,2,0.9466666666666668,0.8648648648648649,0.868421052631579,75.31417989730835,0.0
Iris,1,0.0,3,0.6666666666666666,0.5405405405405406,0.5,0.2051012516021728,0.0
Iris,1,0.01,3,0.6666666666666666,0.5405405405405406,0.5,0.1758530139923095,0.0
Iris,1,0.1,3,0.6666666666666666,0.5405405405405406,0.5,0.1706471443176269,0.0
Iris,2,0.0,3,0.9466666666666668,0.918918918918919,0.8947368421052632,11.820952892303469,0.0
Iris,2,0.01,3,0.9466666666666668,0.918918918918919,0.8947368421052632,5.954054832458496,0.0
Iris,2,0.1,3,0.9466666666666668,0.918918918918919,0.8947368421052632,3.2212917804718018,0.0
Iris,3,0.0,3,1.0,0.945945945945946,0.8947368421052632,9.735148191452026,0.0
Iris,3,0.01,3,1.0,0.918918918918919,0.9210526315789472,34.06863212585449,0.0
Iris,3,0.1,3,0.9466666666666668,0.918918918918919,0.8947368421052632,17.785857915878296,0.0
Iris,4,0.01,3,1.0,0.918918918918919,0.9210526315789472,166.11709809303284,0.0
Iris,4,0.1,3,0.9466666666666668,0.918918918918919,0.8947368421052632,49.78702735900879,0.0
Mushroom,1,0.0,1,0.9383416017009212,0.9454287739192062,0.9340892983699504,17.35044813156128,0.0
Mushroom,1,0.01,1,0.9383416017009212,0.9454287739192062,0.9340892983699504,13.954823970794678,0.0
Mushroom,1,0.1,1,0.9383416017009212,0.9454287739192062,0.9340892983699504,12.450061082839966,0.0
Mushroom,2,0.0,1,0.9836995038979448,0.9872430900070872,0.9829907866761164,602.2972710132599,1.0
Mushroom,2,0.01,1,0.9836995038979448,0.9872430900070872,0.9829907866761164,602.1574749946594,0.5695889053987122
Mushroom,2,0.1,1,0.9383416017009212,0.9454287739192062,0.9340892983699504,369.2599179744721,0.0
Mushroom,3,0.0,1,0.9546420978029766,0.96243798724309,0.9581856839121192,605.4504470825195,1.0
Mushroom,3,0.01,1,0.9383416017009212,0.9454287739192062,0.9340892983699504,605.4059519767761,0.8183718256871146
Mushroom,3,0.1,1,0.9383416017009212,0.9454287739192062,0.9340892983699504,605.4649951457977,0.3980075461739377
Mushroom,4,0.0,1,0.6158752657689582,0.6187101346562721,0.6215450035435861,613.2362430095673,1.0
Mushroom,4,0.01,1,0.6612331679659815,0.6605244507441531,0.6704464918497519,613.9551749229431,0.982144691692864
Mushroom,4,0.1,1,0.6158752657689582,0.6187101346562721,0.6215450035435861,613.1306848526001,0.8396678966789668
Mushroom,1,0.0,2,0.9397590361445785,0.9355067328136074,0.9411764705882352,18.981209754943848,0.0
Mushroom,1,0.01,2,0.9397590361445785,0.9355067328136074,0.9411764705882352,13.959892988204956,0.0
Mushroom,1,0.1,2,0.9397590361445785,0.9355067328136074,0.9411764705882352,15.20392107963562,0.0
Mushroom,2,0.0,2,0.9861800141743444,0.9787384833451452,0.9865343727852588,602.0933358669281,1.0
Mushroom,2,0.01,2,0.9861800141743444,0.9787384833451452,0.9865343727852588,602.1030640602112,0.5310457516339869
Mushroom,2,0.1,2,0.9397590361445785,0.9355067328136074,0.9411764705882352,98.984925031662,0.0
Mushroom,3,0.0,2,0.9496810772501773,0.9418851878100638,0.9376328844790928,605.4868638515472,1.0
Mushroom,3,0.01,2,0.9397590361445785,0.9355067328136074,0.9411764705882352,605.4585049152374,0.908022647153082
Mushroom,3,0.1,2,0.6102055279943303,0.6045357902197024,0.6470588235294118,605.5586800575256,0.8434545454545455
Mushroom,4,0.0,2,0.6435152374202693,0.6343019135364989,0.6754075124025514,612.9695527553558,1.0
Mushroom,4,0.01,2,0.6102055279943303,0.6045357902197024,0.6470588235294118,629.8166470527649,0.9843454545454544
Mushroom,4,0.1,2,0.6102055279943303,0.6045357902197024,0.6470588235294118,612.9447119235992,0.8434545454545455
Mushroom,1,0.0,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,18.62276816368103,0.0
Mushroom,1,0.01,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,12.262241125106812,0.0
Mushroom,1,0.1,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,13.52876615524292,0.0
Mushroom,2,0.0,3,0.9847625797306876,0.9808646350106308,0.9872430900070872,602.2800760269165,1.0
Mushroom,2,0.01,3,0.9847625797306876,0.9808646350106308,0.9872430900070872,602.2063229084015,0.55440948942754
Mushroom,2,0.1,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,115.82015204429626,0.0
Mushroom,3,0.0,3,0.8834160170092134,0.8802267895109851,0.8710134656272147,605.4257628917694,1.0
Mushroom,3,0.01,3,0.6123316796598157,0.631467044649185,0.6158752657689582,605.5029170513153,0.9842047531992688
Mushroom,3,0.1,3,0.6123316796598157,0.631467044649185,0.6158752657689582,605.4608571529388,0.8306727499339815
Mushroom,4,0.0,3,0.6236711552090716,0.6073706591070163,0.6158752657689582,628.8557629585266,1.0
