instance,depth,alpha,seed,train_acc,val_acc,test_acc,train_time,gap
Heart Disease,2,0.0,3,0.5945945945945946,0.5135135135135135,0.52,600.5542349815369,0.9999993354598616
Heart Disease,2,0.01,3,0.5945945945945946,0.5135135135135135,0.52,600.2736959457397,0.3749233503322981
Heart Disease,3,0.0,3,0.6486486486486487,0.5540540540540541,0.5733333333333334,600.887598991394,1.0
Heart Disease,3,0.01,3,0.6486486486486487,0.5540540540540541,0.5733333333333334,600.6067342758179,0.9593678646558748
Heart Disease,3,0.1,3,0.5135135135135135,0.5540540540540541,0.5733333333333334,600.4418489933014,0.6416666666666636
Ionosphere,1,0.0,1,0.88,0.8068181818181818,0.8181818181818182,0.5854361057281494,0.0
Ionosphere,1,0.01,1,0.88,0.8068181818181818,0.8181818181818182,1.0603268146514893,0.0
Ionosphere,1,0.1,1,0.88,0.8068181818181818,0.8181818181818182,1.4742467403411863,0.0
Ionosphere,2,0.0,1,0.9142857142857144,0.8068181818181818,0.7727272727272727,600.5692453384399,0.9333333333333332
Ionosphere,2,0.01,1,0.9142857142857144,0.8068181818181818,0.7727272727272727,600.4007179737091,0.6930936588237923
Ionosphere,2,0.1,1,0.88,0.8068181818181818,0.8181818181818182,58.96353578567505,0.0
Ionosphere,3,0.0,1,0.9428571428571428,0.7954545454545454,0.7840909090909091,600.7383990287781,1.0
Ionosphere,3,0.01,1,0.9257142857142856,0.8068181818181818,0.7727272727272727,600.551913022995,0.8053607171374793
Ionosphere,3,0.1,1,0.88,0.8068181818181818,0.8181818181818182,239.92832207679749,0.0
Ionosphere,1,0.0,2,0.8914285714285715,0.7954545454545454,0.8068181818181818,0.5266578197479248,0.0
Ionosphere,1,0.01,2,0.8914285714285715,0.7954545454545454,0.8068181818181818,0.9052238464355468,0.0
Ionosphere,1,0.1,2,0.8914285714285715,0.7954545454545454,0.8068181818181818,0.7101082801818848,0.0
Ionosphere,2,0.0,2,0.92,0.8068181818181818,0.7954545454545454,600.6208720207214,0.9285714285714286
Ionosphere,2,0.01,2,0.92,0.8295454545454546,0.8068181818181818,600.7404441833496,0.6239364719228587
Ionosphere,2,0.1,2,0.8914285714285715,0.7954545454545454,0.8068181818181818,28.66258192062378,0.0
Ionosphere,3,0.0,2,0.92,0.75,0.7954545454545454,600.6462800502777,1.0
Ionosphere,3,0.01,2,0.9085714285714286,0.7954545454545454,0.7386363636363636,600.5551760196686,0.8683140652839412
Ionosphere,3,0.1,2,0.8914285714285715,0.7954545454545454,0.8068181818181818,30.679696798324585,0.0
Ionosphere,1,0.0,3,0.84,0.7954545454545454,0.9090909090909092,1.983454227447509,0.0
Ionosphere,1,0.01,3,0.84,0.7954545454545454,0.9090909090909092,2.225579023361206,0.0
Ionosphere,1,0.1,3,0.84,0.7954545454545454,0.9090909090909092,2.5649168491363525,0.0
Ionosphere,2,0.0,3,0.8857142857142857,0.7386363636363636,0.9204545454545454,600.7498939037323,0.95
Ionosphere,2,0.01,3,0.8742857142857143,0.7954545454545454,0.8522727272727273,600.6636259555817,0.7246316476026096
Ionosphere,2,0.1,3,0.84,0.7954545454545454,0.9090909090909092,337.0232207775116,0.0
Ionosphere,3,0.0,3,0.9085714285714286,0.7159090909090909,0.8522727272727273,600.7201151847839,1.0
Ionosphere,3,0.01,3,0.88,0.7045454545454546,0.9204545454545454,600.4996402263641,0.8640196188557348
Ionosphere,3,0.1,3,0.84,0.7727272727272727,0.8977272727272727,600.4298498630524,0.3807106598984813
Iris,1,0.0,1,0.6933333333333334,0.7297297297297297,0.5526315789473685,0.1290087699890136,0.0
Iris,1,0.01,1,0.6933333333333334,0.7297297297297297,0.5526315789473685,0.1681678295135498,0.0
Iris,1,0.1,1,0.6933333333333334,0.7297297297297297,0.5526315789473685,0.1081242561340332,0.0
Iris,2,0.0,1,0.96,0.8378378378378378,0.9473684210526316,11.770838022232056,0.0
Mushroom,1,0.0,1,0.9383416017009212,0.9454287739192062,0.9340892983699504,14.021909952163696,0.0
Mushroom,1,0.01,1,0.9383416017009212,0.9454287739192062,0.9340892983699504,18.950231790542603,0.0
Mushroom,1,0.1,1,0.9383416017009212,0.9454287739192062,0.9340892983699504,15.83769702911377,0.0
Mushroom,2,0.0,1,0.9836995038979448,0.9872430900070872,0.9829907866761164,602.3771049976349,1.0
Mushroom,2,0.01,1,0.9836995038979448,0.9872430900070872,0.9829907866761164,602.0114989280701,0.5695889053987122
Mushroom,2,0.1,1,0.9383416017009212,0.9454287739192062,0.9340892983699504,406.3032808303833,0.0
Mushroom,3,0.0,1,0.9457831325301204,0.9532246633593195,0.9340892983699504,605.4165458679199,1.0
Mushroom,3,0.01,1,0.6612331679659815,0.6605244507441531,0.6704464918497519,605.2840051651001,0.982144691692864
Mushroom,3,0.1,1,0.6158752657689582,0.6187101346562721,0.6215450035435861,605.717896938324,0.8396678966789668
Mushroom,1,0.0,2,0.9397590361445785,0.9355067328136074,0.9411764705882352,10.618818998336792,0.0
Mushroom,1,0.01,2,0.9397590361445785,0.9355067328136074,0.9411764705882352,18.913821935653687,0.0
Mushroom,1,0.1,2,0.9397590361445785,0.9355067328136074,0.9411764705882352,13.817153930664062,0.0
Mushroom,2,0.0,2,0.9861800141743444,0.9787384833451452,0.9865343727852588,602.081659078598,1.0
Mushroom,2,0.01,2,0.9861800141743444,0.9787384833451452,0.9865343727852588,602.2344398498535,0.531045751634019
Mushroom,2,0.1,2,0.9397590361445785,0.9355067328136074,0.9411764705882352,50.84344482421875,0.0
Mushroom,3,0.0,2,0.9397590361445785,0.9355067328136074,0.9411764705882352,607.22118973732,1.0
Mushroom,3,0.01,2,0.8933380581148122,0.90148830616584,0.8922749822820695,605.4939060211182,0.891778398592169
Mushroom,3,0.1,2,0.9397590361445785,0.9355067328136074,0.9411764705882352,487.8321931362152,0.0
Mushroom,1,0.0,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,11.772035121917725,0.0
Mushroom,1,0.01,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,14.388327836990356,0.0
Mushroom,1,0.1,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,9.198456048965454,0.0
Mushroom,2,0.0,3,0.9847625797306876,0.9808646350106308,0.9872430900070872,602.0597560405731,1.0
Mushroom,2,0.01,3,0.9847625797306876,0.9808646350106308,0.9872430900070872,602.6037549972534,0.55440948942754
Mushroom,2,0.1,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,72.35211086273193,0.0
Mushroom,3,0.0,3,0.9847625797306876,0.9808646350106308,0.9872430900070872,608.0027401447296,1.0
Mushroom,3,0.01,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,605.4345128536224,0.9036144578313252
Mushroom,3,0.1,3,0.6123316796598157,0.631467044649185,0.6158752657689582,605.205265045166,0.8420475319926874
Wine,1,0.0,1,0.6853932584269663,0.6590909090909091,0.5555555555555556,0.1442072391510009,0.0
Wine,1,0.01,1,0.6853932584269663,0.6590909090909091,0.5555555555555556,0.9308278560638428,0.0
Wine,1,0.1,1,0.6853932584269663,0.6590909090909091,0.5333333333333333,0.7271580696105957,0.0
Wine,2,0.0,1,0.9775280898876404,0.8863636363636364,0.9333333333333332,17.04628300666809,0.0
Wine,2,0.01,1,0.9775280898876404,0.9545454545454546,0.9555555555555556,27.49311399459839,0.0
Wine,2,0.1,1,0.9550561797752808,0.9545454545454546,0.9555555555555556,5.267099857330322,0.0
Wine,3,0.0,1,0.9887640449438202,0.9545454545454546,0.9777777777777776,5.060564994812012,0.0
Wine,3,0.01,1,1.0,0.9545454545454546,0.9777777777777776,38.340012073516846,0.0
Wine,3,0.1,1,0.9550561797752808,0.8863636363636364,0.8888888888888888,73.85377717018127,0.0
Wine,1,0.0,2,0.7865168539325843,0.6818181818181818,0.6,0.1925721168518066,0.0
Wine,1,0.01,2,0.7865168539325843,0.6818181818181818,0.6,0.2820451259613037,0.0
Wine,1,0.1,2,0.7865168539325843,0.6818181818181818,0.6,0.3017358779907226,0.0
Wine,2,0.0,2,0.9887640449438202,0.9545454545454546,0.9333333333333332,1.5694541931152344,0.0
Wine,2,0.01,2,0.9887640449438202,0.9318181818181818,0.9333333333333332,4.289965152740479,0.0
Wine,2,0.1,2,0.9775280898876404,0.9090909090909092,0.9111111111111112,4.0895726680755615,0.0
Wine,3,0.0,2,1.0,0.9318181818181818,0.9777777777777776,4.775372743606567,0.0
Zoo,1,0.0,1,0.56,0.72,0.5769230769230769,0.0808072090148925,0.0
Zoo,1,0.01,1,0.56,0.72,0.5769230769230769,0.085900068283081,0.0
Zoo,1,0.1,1,0.56,0.72,0.5769230769230769,0.0987491607666015,0.0
Zoo,2,0.0,1,0.78,0.96,0.7692307692307693,6.582342863082886,0.0
Zoo,2,0.01,1,0.78,0.96,0.7692307692307693,3.2967207431793213,0.0
Zoo,2,0.1,1,0.78,0.96,0.7692307692307693,4.91344690322876,0.0
Zoo,3,0.0,1,0.94,0.84,0.8076923076923077,106.089289188385,0.0
Zoo,3,0.01,1,0.94,0.84,0.8076923076923077,262.0476942062378,0.0
Zoo,3,0.1,1,0.9,0.88,0.8461538461538461,204.85830283164967,0.0
Zoo,1,0.0,2,0.56,0.68,0.6153846153846154,0.078618049621582,0.0
Zoo,1,0.01,2,0.56,0.68,0.6153846153846154,0.0803878307342529,0.0
Zoo,1,0.1,2,0.56,0.68,0.6153846153846154,0.0882930755615234,0.0
Zoo,2,0.0,2,0.8,0.84,0.8461538461538461,5.498937129974365,0.0
Zoo,2,0.01,2,0.8,0.84,0.8461538461538461,3.921380043029785,0.0
Zoo,2,0.1,2,0.8,0.84,0.8461538461538461,4.136310815811157,0.0
Zoo,3,0.0,2,0.96,0.84,0.9615384615384616,27.191258907318115,0.0
Zoo,3,0.01,2,0.96,0.84,0.9615384615384616,112.66949915885924,0.0
Zoo,3,0.1,2,0.92,0.84,0.8846153846153846,134.01723504066467,0.0
Zoo,1,0.0,3,0.62,0.64,0.5384615384615384,0.0824029445648193,0.0
Zoo,1,0.01,3,0.62,0.64,0.5384615384615384,0.0780191421508789,0.0
Zoo,1,0.1,3,0.62,0.64,0.5384615384615384,0.0767350196838378,0.0
Zoo,2,0.0,3,0.82,0.8,0.7692307692307693,4.538373231887817,0.0
Zoo,2,0.01,3,0.82,0.8,0.7692307692307693,3.3793060779571533,0.0
Zoo,2,0.1,3,0.82,0.8,0.7692307692307693,2.9072699546813965,0.0
Zoo,3,0.0,3,0.94,0.92,0.8846153846153846,87.81121516227722,0.0
Zoo,3,0.01,3,0.94,0.92,0.8846153846153846,330.6427421569824,0.0
Zoo,3,0.1,3,0.9,0.84,0.8846153846153846,45.80949497222901,0.0
Breast Cancer,4,0.0,1,0.8115942028985508,0.6376811594202898,0.7285714285714285,600.899662733078,1.0
Breast Cancer,4,0.01,1,0.8188405797101449,0.5797101449275363,0.7,600.5776519775391,0.9421893433911772
Breast Cancer,4,0.1,1,0.6811594202898551,0.6666666666666666,0.8,600.6324529647827,0.359090909090909
Breast Cancer,4,0.0,2,0.8333333333333334,0.6521739130434783,0.6,600.7076001167297,1.0
Breast Cancer,4,0.01,2,0.8188405797101449,0.7101449275362319,0.6,600.5158908367157,0.9417177914110428
Breast Cancer,4,0.1,2,0.6884057971014492,0.7101449275362319,0.7428571428571429,600.5300970077515,0.3255813953488368
Breast Cancer,4,0.0,3,0.8478260869565217,0.7971014492753623,0.6714285714285714,600.6615178585052,1.0
Breast Cancer,4,0.01,3,0.8043478260869565,0.7971014492753623,0.7,600.568925857544,0.9152892561983468
Breast Cancer,4,0.1,3,0.7391304347826086,0.7101449275362319,0.6428571428571429,401.8985168933869,0.0
Car Evaluation,4,0.0,1,0.8090277777777778,0.8148148148148148,0.8333333333333334,603.6529171466827,0.993939393939394
Car Evaluation,4,0.01,1,0.7627314814814815,0.7893518518518519,0.7962962962962963,603.8277931213379,0.9638525304839746
Car Evaluation,4,0.1,1,0.7013888888888888,0.6759259259259259,0.7222222222222222,603.5365257263184,0.7573643410852713
Car Evaluation,4,0.0,2,0.8067129629629629,0.8263888888888888,0.8055555555555556,603.4316470623016,1.0
Car Evaluation,4,0.01,2,0.6967592592592593,0.7268518518518519,0.6805555555555556,603.5380868911743,0.975659408879536
Car Evaluation,4,0.1,2,0.6967592592592593,0.7268518518518519,0.6805555555555556,603.5570981502533,0.7587786259541984
Car Evaluation,4,0.0,3,0.7777777777777778,0.7847222222222222,0.7708333333333334,603.6166508197784,1.0
Car Evaluation,4,0.01,3,0.8136574074074074,0.8148148148148148,0.7800925925925926,603.4452412128448,0.965723118691726
Car Evaluation,4,0.1,3,0.7164351851851852,0.7175925925925926,0.6504629629629629,603.7627391815186,0.4839109087561443
Credit Approval,4,0.0,1,0.9079754601226994,0.901840490797546,0.8841463414634146,601.660539150238,1.0
Credit Approval,4,0.01,1,0.9049079754601228,0.9141104294478528,0.902439024390244,601.3519320487976,0.9505783385909568
Credit Approval,4,0.1,1,0.8588957055214724,0.8650306748466258,0.8719512195121951,601.3302059173584,0.4465408805031396
Credit Approval,4,0.0,2,0.9355828220858896,0.8957055214723927,0.8414634146341463,601.3960590362549,1.0
Credit Approval,4,0.01,2,0.9233128834355828,0.9141104294478528,0.8536585365853658,601.3727278709412,0.8783579463701766
Credit Approval,4,0.1,2,0.8558282208588958,0.8957055214723927,0.8475609756097561,601.5914511680603,0.4329268292682927
Credit Approval,4,0.0,3,0.8619631901840491,0.8773006134969326,0.8536585365853658,601.4270799160004,1.0
Credit Approval,4,0.01,3,0.8619631901840491,0.8773006134969326,0.8536585365853658,601.3290967941284,0.9584982358760714
Credit Approval,4,0.1,3,0.8619631901840491,0.8773006134969326,0.8536585365853658,601.4332039356232,0.4331210191082802
Heart Disease,4,0.0,1,0.7567567567567568,0.4864864864864865,0.48,601.1271510124207,1.0
Heart Disease,4,0.01,1,0.7432432432432432,0.4729729729729729,0.4933333333333333,600.717570066452,0.964737793851718
Heart Disease,4,0.1,1,0.527027027027027,0.527027027027027,0.5733333333333334,600.80202293396,0.7171428571428575
Heart Disease,4,0.0,2,0.7635135135135135,0.4054054054054054,0.48,600.9587411880493,1.0
Heart Disease,4,0.01,2,0.75,0.4459459459459459,0.5066666666666667,600.7671899795532,0.9528019595567968
Heart Disease,4,0.1,2,0.5675675675675675,0.4729729729729729,0.5466666666666666,600.76322889328,0.7062500000000015
Heart Disease,4,0.0,3,0.6959459459459459,0.527027027027027,0.6,600.9576871395111,1.0
Heart Disease,4,0.01,3,0.6959459459459459,0.5135135135135135,0.5333333333333333,600.7588300704956,0.9654908480796136
Statlog (German Credit Data),1,0.0,1,0.708,0.704,0.748,3.9743850231170654,0.0
Statlog (German Credit Data),1,0.01,1,0.708,0.704,0.748,4.041916847229004,0.0
Statlog (German Credit Data),1,0.1,1,0.688,0.684,0.74,4.948357820510864,0.0
Statlog (German Credit Data),2,0.0,1,0.728,0.688,0.756,600.5128428936005,1.0
Statlog (German Credit Data),2,0.01,1,0.728,0.688,0.756,600.3691039085388,0.9518477043673012
Statlog (German Credit Data),2,0.1,1,0.688,0.684,0.74,600.4902489185333,0.5589743589743589
Statlog (German Credit Data),3,0.0,1,0.744,0.704,0.704,601.0877597332001,1.0
Statlog (German Credit Data),3,0.01,1,0.722,0.7,0.748,600.9617788791656,0.9528379489991774
Statlog (German Credit Data),3,0.1,1,0.688,0.684,0.74,600.9499969482422,0.5525641025641025
Statlog (German Credit Data),1,0.0,2,0.716,0.676,0.692,2.003218173980713,0.0
Statlog (German Credit Data),1,0.01,2,0.716,0.676,0.692,2.5411598682403564,0.0
Statlog (German Credit Data),1,0.1,2,0.716,0.676,0.692,1.75075101852417,0.0
Statlog (German Credit Data),2,0.0,2,0.738,0.696,0.708,600.547877073288,1.0
Statlog (German Credit Data),2,0.01,2,0.716,0.676,0.692,600.550518989563,0.9488377433888447
Statlog (German Credit Data),2,0.1,2,0.716,0.676,0.692,600.4116220474243,0.4957746478873218
Statlog (German Credit Data),3,0.0,2,0.756,0.676,0.7,601.0239191055298,1.0
Statlog (German Credit Data),3,0.01,2,0.75,0.692,0.664,600.9542500972748,0.9472520996021806
Statlog (German Credit Data),3,0.1,2,0.716,0.676,0.692,600.9910578727722,0.4957746478873218
Statlog (German Credit Data),1,0.0,3,0.71,0.704,0.744,4.102788209915161,0.0
Statlog (German Credit Data),1,0.01,3,0.71,0.704,0.744,3.020231008529663,0.0
