instance,depth,alpha,seed,train_acc,val_acc,test_acc,train_time,gap
Adult,1,0.0,1,0.5176396472070559,0.5231415371692566,0.5227616327901898,607.1020550727844,1.0
Adult,1,0.01,1,0.5170516589668207,0.523897522049559,0.5183940870149505,611.2196888923645,0.989293851639273
Adult,1,0.1,1,0.63792524149517,0.6428391432171356,0.6358978666218713,606.5785090923309,0.8750418692461506
Adult,2,0.0,1,0.5170516589668207,0.523897522049559,0.5183940870149505,617.3562548160553,1.0
Adult,2,0.01,1,0.5170516589668207,0.523897522049559,0.5183940870149505,616.9530181884766,1.0
Adult,2,0.1,1,0.5170516589668207,0.523897522049559,0.5183940870149505,617.0307800769806,1.0
Adult,3,0.0,1,0.5170516589668207,0.523897522049559,0.5183940870149505,642.5726010799408,1.0
Adult,3,0.01,1,0.5170516589668207,0.523897522049559,0.5183940870149505,642.4387629032135,1.0
Adult,3,0.1,1,0.5170516589668207,0.523897522049559,0.5183940870149505,642.5523092746735,1.0
Adult,1,0.0,2,0.5225955480890382,0.5142377152456951,0.5217537376112884,607.6287460327148,1.0
Adult,1,0.01,2,0.5344393112137757,0.5328013439731205,0.5326726020493868,607.4200549125671,0.9889154046880924
Adult,1,0.1,2,0.5218395632087358,0.5140697186056279,0.5186460608096758,613.8464069366455,0.8908651734738692
Adult,2,0.0,2,0.5218395632087358,0.5140697186056279,0.5186460608096758,618.1712620258331,1.0
Adult,2,0.01,2,0.5218395632087358,0.5140697186056279,0.5186460608096758,618.6434738636017,1.0
Adult,2,0.1,2,0.5218395632087358,0.5140697186056279,0.5186460608096758,616.7479381561279,1.0
Adult,3,0.0,2,0.5218395632087358,0.5140697186056279,0.5186460608096758,642.7856960296631,1.0
Adult,3,0.01,2,0.5218395632087358,0.5140697186056279,0.5186460608096758,642.0793011188507,1.0
Adult,3,0.1,2,0.5218395632087358,0.5140697186056279,0.5186460608096758,642.6029739379883,1.0
Adult,1,0.0,3,0.5183956320873583,0.5181856362872742,0.5214177725516547,606.7645030021667,1.0
Adult,1,0.01,3,0.5183956320873583,0.5181856362872742,0.5214177725516547,606.9696619510651,0.9892360687189324
Adult,1,0.1,3,0.5183956320873583,0.5181856362872742,0.5214177725516547,607.0510268211365,0.8923606871893259
Adult,2,0.0,3,0.5183956320873583,0.5181856362872742,0.5214177725516547,617.1611189842224,1.0
Adult,2,0.01,3,0.5183956320873583,0.5181856362872742,0.5214177725516547,617.3054530620575,1.0
Adult,2,0.1,3,0.5183956320873583,0.5181856362872742,0.5214177725516547,617.2404861450195,1.0
