instance,depth,alpha,seed,train_acc,val_acc,test_acc,train_time
Iris,3,0,3,0.96,0.918918918918919,0.868421052631579,0.0008718967437744141
Iris,3,0.01,3,0.96,0.918918918918919,0.868421052631579,0.0008127689361572266
Iris,3,0.1,3,0.9466666666666667,0.918918918918919,0.8947368421052632,0.0007140636444091797
Iris,4,0,3,0.96,0.918918918918919,0.868421052631579,0.0005843639373779297
Iris,4,0.01,3,0.96,0.918918918918919,0.868421052631579,0.0008130073547363281
Iris,4,0.1,3,0.9466666666666667,0.918918918918919,0.8947368421052632,0.0007758140563964844
Mushroom,1,0,1,0.9383416017009213,0.9454287739192062,0.9340892983699504,0.0016629695892333984
Mushroom,1,0.01,1,0.9383416017009213,0.9454287739192062,0.9340892983699504,0.0013909339904785156
Mushroom,1,0.1,1,0.9383416017009213,0.9454287739192062,0.9340892983699504,0.0016160011291503906
Mushroom,2,0,1,0.9836995038979447,0.9872430900070872,0.9829907866761163,0.0020999908447265625
Mushroom,2,0.01,1,0.9836995038979447,0.9872430900070872,0.9829907866761163,0.0017728805541992188
Mushroom,2,0.1,1,0.9383416017009213,0.9454287739192062,0.9340892983699504,0.0017559528350830078
Mushroom,3,0,1,0.9836995038979447,0.9872430900070872,0.9829907866761163,0.002496004104614258
Mushroom,3,0.01,1,0.9836995038979447,0.9872430900070872,0.9829907866761163,0.0021500587463378906
Mushroom,3,0.1,1,0.9383416017009213,0.9454287739192062,0.9340892983699504,0.002126932144165039
Mushroom,4,0,1,0.9836995038979447,0.9872430900070872,0.9829907866761163,0.002032756805419922
Mushroom,4,0.01,1,0.9836995038979447,0.9872430900070872,0.9829907866761163,0.002067089080810547
Mushroom,4,0.1,1,0.9383416017009213,0.9454287739192062,0.9340892983699504,0.0022308826446533203
Mushroom,1,0,2,0.9397590361445783,0.9355067328136074,0.9411764705882353,0.0016410350799560547
Mushroom,1,0.01,2,0.9397590361445783,0.9355067328136074,0.9411764705882353,0.00168609619140625
Mushroom,1,0.1,2,0.9397590361445783,0.9355067328136074,0.9411764705882353,0.001455068588256836
Mushroom,2,0,2,0.9861800141743444,0.9787384833451452,0.9865343727852587,0.002135038375854492
Mushroom,2,0.01,2,0.9861800141743444,0.9787384833451452,0.9865343727852587,0.002289295196533203
Mushroom,2,0.1,2,0.9397590361445783,0.9355067328136074,0.9411764705882353,0.001814126968383789
Mushroom,3,0,2,0.9861800141743444,0.9787384833451452,0.9865343727852587,0.0021028518676757812
Mushroom,3,0.01,2,0.9861800141743444,0.9787384833451452,0.9865343727852587,0.002313852310180664
Mushroom,3,0.1,2,0.9397590361445783,0.9355067328136074,0.9411764705882353,0.002084016799926758
Mushroom,4,0,2,0.9861800141743444,0.9787384833451452,0.9865343727852587,0.0020439624786376953
Mushroom,4,0.01,2,0.9861800141743444,0.9787384833451452,0.9865343727852587,0.0024290084838867188
Mushroom,4,0.1,2,0.9397590361445783,0.9355067328136074,0.9411764705882353,0.003119230270385742
Mushroom,1,0,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,0.0018219947814941406
Mushroom,1,0.01,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,0.002118825912475586
Mushroom,1,0.1,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,0.0017561912536621094
Mushroom,2,0,3,0.9847625797306875,0.9808646350106307,0.9872430900070872,0.0020139217376708984
Mushroom,2,0.01,3,0.9847625797306875,0.9808646350106307,0.9872430900070872,0.0023889541625976562
Mushroom,2,0.1,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,0.002214193344116211
Mushroom,3,0,3,0.9847625797306875,0.9808646350106307,0.9872430900070872,0.002473115921020508
Mushroom,3,0.01,3,0.9847625797306875,0.9808646350106307,0.9872430900070872,0.0023360252380371094
Mushroom,3,0.1,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,0.0024759769439697266
Mushroom,4,0,3,0.9847625797306875,0.9808646350106307,0.9872430900070872,0.0023832321166992188
Mushroom,4,0.01,3,0.9847625797306875,0.9808646350106307,0.9872430900070872,0.0027718544006347656
Mushroom,4,0.1,3,0.9425939050318922,0.9340892983699504,0.9369241672572644,0.002363920211791992
Statlog (German Credit Data),1,0,1,0.688,0.684,0.74,0.0007150173187255859
Statlog (German Credit Data),1,0.01,1,0.688,0.684,0.74,0.0009038448333740234
Statlog (German Credit Data),1,0.1,1,0.688,0.684,0.74,0.0010521411895751953
Statlog (German Credit Data),2,0,1,0.722,0.712,0.748,0.0014278888702392578
Statlog (German Credit Data),2,0.01,1,0.722,0.712,0.748,0.0016548633575439453
Statlog (German Credit Data),2,0.1,1,0.688,0.684,0.74,0.0010900497436523438
Statlog (German Credit Data),3,0,1,0.722,0.712,0.748,0.0011539459228515625
Statlog (German Credit Data),3,0.01,1,0.722,0.712,0.748,0.0016469955444335938
Statlog (German Credit Data),3,0.1,1,0.688,0.684,0.74,0.0016200542449951172
Statlog (German Credit Data),4,0,1,0.74,0.684,0.716,0.0020449161529541016
Statlog (German Credit Data),4,0.01,1,0.722,0.712,0.748,0.0023741722106933594
Statlog (German Credit Data),4,0.1,1,0.688,0.684,0.74,0.001798868179321289
Statlog (German Credit Data),1,0,2,0.716,0.676,0.692,0.0007350444793701172
Statlog (German Credit Data),1,0.01,2,0.716,0.676,0.692,0.0010297298431396484
Statlog (German Credit Data),1,0.1,2,0.716,0.676,0.692,0.0011479854583740234
Statlog (German Credit Data),2,0,2,0.716,0.676,0.692,0.0010418891906738281
Statlog (German Credit Data),2,0.01,2,0.716,0.676,0.692,0.001277923583984375
Statlog (German Credit Data),2,0.1,2,0.716,0.676,0.692,0.001325845718383789
Statlog (German Credit Data),3,0,2,0.746,0.704,0.688,0.0016350746154785156
Statlog (German Credit Data),3,0.01,2,0.716,0.676,0.692,0.0016341209411621094
Statlog (German Credit Data),3,0.1,2,0.716,0.676,0.692,0.001711130142211914
Statlog (German Credit Data),4,0,2,0.76,0.68,0.712,0.0013871192932128906
Statlog (German Credit Data),4,0.01,2,0.716,0.676,0.692,0.001834869384765625
Statlog (German Credit Data),4,0.1,2,0.716,0.676,0.692,0.002076864242553711
Statlog (German Credit Data),1,0,3,0.682,0.712,0.724,0.0010972023010253906
Statlog (German Credit Data),1,0.01,3,0.682,0.712,0.724,0.0011119842529296875
Statlog (German Credit Data),1,0.1,3,0.682,0.712,0.724,0.0013780593872070312
Statlog (German Credit Data),2,0,3,0.722,0.716,0.744,0.001081228256225586
Statlog (German Credit Data),2,0.01,3,0.722,0.716,0.744,0.0014400482177734375
Statlog (German Credit Data),2,0.1,3,0.682,0.712,0.724,0.001789093017578125
Statlog (German Credit Data),3,0,3,0.722,0.716,0.744,0.0017962455749511719
Statlog (German Credit Data),3,0.01,3,0.722,0.716,0.744,0.0015859603881835938
Statlog (German Credit Data),3,0.1,3,0.682,0.712,0.724,0.0017499923706054688
Statlog (German Credit Data),4,0,3,0.736,0.584,0.684,0.0014467239379882812
Statlog (German Credit Data),4,0.01,3,0.722,0.716,0.744,0.001444101333618164
